,name,rating,review_count,type,how_old,hq,employees
251,Patanjali Ayurve...,4.0,(1.6k Reviews),Private,17 years old,"Haridwar,Uttarakhand + 218 more",17 years old
252,JK Cement,4.1,(1.6k Reviews),Public,49 years old,"Gurgaon/Gurugram,Haryana + 182 more",49 years old
253,Flex,4.2,(1.6k Reviews),Private,54 years old,San Jose + 30 more,54 years old
254,R1 RCM,4.0,(1.6k Reviews),Private,20 years old,"Murray,Utah + 16 more",20 years old
255,Tata Teleservice...,4.2,(1.6k Reviews),Public,27 years old,"Mumbai,Maharashtra + 142 more",27 years old
256,PolicyBazaar,3.6,(1.6k Reviews),Public,15 years old,"Gurgaon,Haryana + 36 more",15 years old
257,Rivigo,3.9,(1.6k Reviews),Private,9 years old,"Gurgaon,Haryana + 145 more",9 years old
258,Ola Cabs,3.5,(2.4k Reviews),Private,13 years old,Bangalore + 84 more,13 years old
259,Reliance Digital,4.3,(1.6k Reviews),Private,16 years old,"Mumbai,Maharashtra + 227 more",16 years old
260,Eureka Forbes,4.0,(1.5k Reviews),Private,41 years old,"Mumbai,Maharashtra + 146 more",41 years old
261,Aakash Education...,3.7,(1.8k Reviews),Private,35 years old,"New Delhi,Delhi + 148 more",35 years old
262,Access Healthcar...,4.0,(1.5k Reviews),Private,12 years old,"Dallas,Texas + 15 more",12 years old
263,Blue Dart Expres...,4.2,(1.6k Reviews),Public,40 years old,"Mumbai,Maharashtra + 195 more",40 years old
264,Radisson Hotels,3.9,(1.6k Reviews),Private,114 years old,"Minnetonka,Minnesota + 85 more",114 years old
265,Tata AIG,4.1,(1.5k Reviews),Private,23 years old,"Mumbai,Maharashtra + 183 more",23 years old
266,Paras Hospital,4.7,(1.5k Reviews),Private,17 years old,"Gurgaon/Gurugram,Haryana + 23 more",17 years old
267,AFCONS Infrastru...,4.4,(1.5k Reviews),Partnership,64 years old,"Mumbai,Maharashtra + 71 more",64 years old
268,Landmark Group,4.2,(4.7k Reviews),Private,50 years old,"Dubai Marina,Dubai + 110 more",50 years old
269,Escorts Group,4.2,(1.7k Reviews),Public,63 years old,"Faridabad,Haryana + 97 more",63 years old
270,Nestle,4.1,(1.7k Reviews),Public,64 years old,Vevey + 185 more,64 years old
271,JMC Projects,4.2,(1.5k Reviews),Public,41 years old,"Mumbai,Maharashtra + 100 more",41 years old
272,Max Healthcare,4.1,(1.6k Reviews),Partnership,22 years old,"Delhi/NCR,New Delhi + 45 more",22 years old
273,Lifestyle,4.4,(1.7k Reviews),Private,24 years old,"Bangalore/Bengaluru,Karnataka + 93 more",24 years old
274,Mankind Pharma,4.2,(1.8k Reviews),Private,28 years old,"New Delhi,Delhi + 148 more",28 years old
275,Legato Health Te...,4.1,(1.5k Reviews),LLP,6 years old,"Bangalore/Bengaluru,Karnataka + 8 more",6 years old
276,Statestreet HCL ...,3.4,(1.5k Reviews),Private,11 years old,New Delhi + 11 more,11 years old
277,I Process Servic...,3.9,(1.5k Reviews),Private,18 years old,"Mumbai,Maharashtra + 219 more",18 years old
278,Birlasoft,3.8,(1.5k Reviews),Public,28 years old,"Pune,Maharashtra + 26 more",28 years old
279,Zensar Technolog...,3.9,(1.5k Reviews),Public,22 years old,"Pune,Maharashtra + 18 more",22 years old
280,G4S,4.1,(1.5k Reviews),Private,27 years old,"Gurgaon/Gurugram,Haryana + 108 more",27 years old
281,Voltas,4.1,(1.5k Reviews),Public,69 years old,"Mumbai,Maharashtra + 140 more",69 years old
282,Fiserv,3.8,(1.5k Reviews),Private,39 years old,"Brookfield,Wisconsin + 24 more",39 years old
283,Pfizer,4.2,(4.7k Reviews),Public,19 years old,"Chennai,Tamil Nadu + 100 more",19 years old
284,Birla Sun Life I...,4.3,(1.5k Reviews),Private,23 years old,"Mumbai,Maharashtra + 292 more",23 years old
285,HCL Infosystems,3.9,(1.4k Reviews),Public,47 years old,"Noida,Uttar Pradesh + 101 more",47 years old
286,United Phosphoru...,4.3,(1.4k Reviews),Public,54 years old,"Mumbai,Maharashtra + 114 more",54 years old
287,Walmart,4.2,(12.9k Reviews),Private,14 years old,"Bangalore/Bengaluru,Karnataka + 71 more",14 years old
288,Life Insurance C...,4.3,(1.4k Reviews),Private,67 years old,Mumbai + 349 more,67 years old
289,AGS Health,4.1,(1.4k Reviews),Private,12 years old,Washington DC + 26 more,12 years old
290,Aditya Birla Gro...,4.2,(15.7k Reviews),"Mumbai,Maharashtra + 197 more",50k-1 Lakh Employees (India),166 years old,50k-1 Lakh Employees (India)
291,Lenskart,3.1,(1.4k Reviews),Private,13 years old,"Faridabad,Haryana + 107 more",13 years old
292,Delhi Public Sch...,3.9,(1.4k Reviews),Public,25 years old,"Greater Noida,Uttar Pradesh + 207 more",25 years old
293,HDFC Sales,4.0,(1.4k Reviews),Private,19 years old,"Mumbai,Maharashtra + 225 more",19 years old
294,ACT Fibernet,4.1,(1.4k Reviews),Private,23 years old,"Bengaluru/Bangalore,Karnataka + 36 more",23 years old
295,Tata Technologie...,3.6,(1.4k Reviews),Private,34 years old,Singapore + 32 more,34 years old
296,Micro Labs,3.8,(1.4k Reviews),Private,50 years old,"Bangalore/Bengaluru,Karnataka + 95 more",50 years old
297,Samsung Electron...,4.2,(1.4k Reviews),Noida + 171 more,,,
298,TVS Supply Chain...,4.0,(1.5k Reviews),"Chennai,Tamil Nadu + 111 more",1k-5k Employees (India),127 years old,1k-5k Employees (India)
299,Reliance SMSL,4.1,(1.4k Reviews),Public,16 years old,Mumbai + 357 more,16 years old
300,Tech Mahindra Bu...,3.5,(1.4k Reviews),Public,20 years old,"Mumbai,Maharashtra + 34 more",20 years old
301,Extramarks Educa...,3.7,(1.4k Reviews),Private,16 years old,"Noida,Uttar Pradesh + 89 more",16 years old
302,Exide Industries,3.7,(1.4k Reviews),Public,76 years old,"Kolkata,West Bengal + 156 more",76 years old
303,Ajanta Pharma,4.0,(1.4k Reviews),Public,50 years old,"Mumbai,Maharashtra + 82 more",50 years old
304,R.R. Donnelley,4.1,(1.4k Reviews),Private,159 years old,"Chicago,Illinois + 9 more",159 years old
305,PepsiCo,4.2,(1.4k Reviews),Private,34 years old,"Harrison,New York + 177 more",34 years old
306,BHEL,4.2,(1.4k Reviews),Private,59 years old,"Bangalore/Bengaluru,Karnataka + 85 more",59 years old
307,Bajaj Allianz Ge...,4.2,(1.4k Reviews),Pune + 161 more,,5k-10k Employees (India),
308,Cholamandalam MS...,4.0,(1.4k Reviews),JV,22 years old,"Chennai,Tamil Nadu + 269 more",22 years old
309,Societe Generale,3.9,(1.4k Reviews),Private,23 years old,"Bangalore/Bengaluru,Karnataka + 12 more",23 years old
310,Kalyan Jewellers,4.8,(1.3k Reviews),Private,30 years old,Bengaluru/Bangalore + 116 more,30 years old
311,Blue Star,4.1,(1.4k Reviews),Public,80 years old,"Mumbai,Maharashtra + 112 more",80 years old
312,Britannia,4.1,(1.3k Reviews),Public,131 years old,"Reading,Reading + 173 more",131 years old
313,The Himalaya Dru...,4.2,(1.3k Reviews),Private,93 years old,"San Francisco,California + 151 more",93 years old
314,Mahindra Rural H...,4.2,(1.3k Reviews),Public,16 years old,"Mumbai,Maharashtra + 316 more",16 years old
315,Mahindra Holiday...,3.7,(1.3k Reviews),Private,27 years old,"Mumbai,Maharashtra + 85 more",27 years old
316,Renault-Nissan,4.1,(1.4k Reviews),Private,16 years old,"Chennai,Tamil Nadu + 66 more",16 years old
317,PVR Cinemas,4.2,(1.3k Reviews),Public,26 years old,Gurgaon + 87 more,26 years old
318,Emcure Pharmaceu...,4.0,(1.4k Reviews),Private,42 years old,Pune + 77 more,42 years old
319,Raymond,4.0,(1.6k Reviews),Public,98 years old,New York + 105 more,98 years old
320,Poonawalla Finco...,4.1,(1.7k Reviews),Public,35 years old,"Mumbai,Maharashtra + 235 more",35 years old
321,IGT Solutions,3.6,(1.3k Reviews),Private,25 years old,"Gurgaon/Gurugram,Haryana + 16 more",25 years old
322,Dalmia Bharat Ce...,4.1,(1.3k Reviews),Public,88 years old,"Delhi/NCR,New Delhi + 135 more",88 years old
323,BlackBuck,3.9,(1.3k Reviews),Private,8 years old,"Bangalore,Karnataka + 213 more",8 years old
324,TVS Sundram Fast...,3.8,(1.3k Reviews),Public,57 years old,"Chennai,Tamil Nadu + 36 more",57 years old
325,Sonalika Tractor...,3.8,(1.3k Reviews),Private,54 years old,"Hoshiarpur,Punjab + 119 more",54 years old
326,Yazaki,3.8,(1.3k Reviews),Private,82 years old,"Tokyo,Tokyo + 45 more",82 years old
327,Exide Life Insur...,3.7,(1.3k Reviews),Private,22 years old,"Bangalore/Bengaluru,Karnataka + 187 more",22 years old
328,Sterling & Wilso...,4.2,(1.3k Reviews),Private,96 years old,Mumbai + 66 more,96 years old
329,State Street Cor...,3.8,(1.5k Reviews),Private,231 years old,"Boston,Massachusetts + 12 more",231 years old
330,Ambuja Cements,4.0,(1.3k Reviews),Public,40 years old,"Mumbai,Maharashtra + 161 more",40 years old
331,CG Power and Ind...,3.8,(1.3k Reviews),Public,86 years old,"Mumbai,Maharashtra + 87 more",86 years old
332,Parle Agro,4.2,(1.3k Reviews),Private,39 years old,"Mumbai,Maharashtra + 138 more",39 years old
333,Exotic Learning,4.7,(1.3k Reviews),Private,3 years old,"Lucknow,Uttar Pradesh + 135 more",3 years old
334,Shahi Exports,4.1,(1.3k Reviews),Private,49 years old,"Faridabad,Haryana + 47 more",49 years old
335,UNO Minda,4.1,(1.3k Reviews),Gurgaon + 58 more,1k-5k Employees (India),65 years old,1k-5k Employees (India)
336,TVS Credit,4.3,(1.3k Reviews),Public,15 years old,"Chennai,Tamil Nadu + 203 more",15 years old
337,Datamatics Globa...,3.7,(1.7k Reviews),Public,48 years old,Mumbai + 21 more,48 years old
338,Brakes India,4.1,(1.3k Reviews),Partnership,61 years old,"Chennai,Tamil Nadu + 58 more",61 years old
339,Shree Cement,4.3,(1.2k Reviews),Public,44 years old,"Kolkata,West Bengal + 133 more",44 years old
340,Force Motors,3.4,(1.2k Reviews),Public,65 years old,"Pune,Maharashtra + 70 more",65 years old
341,V-Mart,4.4,(1.2k Reviews),Public,21 years old,"Gurgaon/Gurugram,Haryana + 196 more",21 years old
342,Indus Towers,4.0,(1.2k Reviews),Private,16 years old,"Gurgaon,Haryana + 105 more",16 years old
343,NIIT Technologie...,3.5,(1.2k Reviews),Public,19 years old,"Noida,Uttar Pradesh + 71 more",19 years old
344,Reliance Trends,4.3,(1.2k Reviews),Private,17 years old,"Navi Mumbai,Maharashtra + 257 more",17 years old
345,café Coffee day,4.1,(1.2k Reviews),Private,27 years old,"Bengaluru,Karnataka + 80 more",27 years old
346,Big Bazaar,4.3,(1.2k Reviews),Private,22 years old,"Mumbai,Maharashtra + 146 more",22 years old
347,Grasim Industrie...,4.2,(6.3k Reviews),Public,76 years old,Nagda + 56 more,76 years old
348,Mahindra Logisti...,4.1,(1.2k Reviews),Public,23 years old,"Mumbai,Maharashtra + 95 more",23 years old
349,DS Group,4.1,(1.3k Reviews),Private,94 years old,"Noida,Uttar Pradesh + 129 more",94 years old
350,Shriram City,4.1,(1.2k Reviews),Public,37 years old,"Chennai,Tamil Nadu + 357 more",37 years old
351,Indian Navy,4.6,(1.2k Reviews),Private,73 years old,"Delhi/NCR,Delhi + 55 more",73 years old
352,Whirlpool,4.2,(1.2k Reviews),Public,112 years old,Michigan + 116 more,112 years old
353,IKS Health,3.6,(1.2k Reviews),Private,16 years old,"Mumbai,Maharashtra + 9 more",16 years old
354,Delphi TVS,4.0,(1.2k Reviews),Private,34 years old,"Kanchipuram,Tamil Nadu + 25 more",34 years old
355,Bharti AXA Life ...,3.9,(1.2k Reviews),Private,17 years old,Mumbai + 197 more,17 years old
356,Sterlite Technol...,4.2,(1.2k Reviews),Public,35 years old,"Pune,Maharashtra + 51 more",35 years old
357,Synechron,4.1,(1.5k Reviews),Private,22 years old,"New York,New York + 13 more",22 years old
358,3i Infotech,3.6,(1.2k Reviews),Public,30 years old,"Mumbai,Maharashtra + 84 more",30 years old
359,Myntra,4.2,(1.3k Reviews),Private,16 years old,"Bangalore,Karnataka + 84 more",16 years old
360,Honda,4.2,(4.3k Reviews),Private,38 years old,"Greater Noida,Uttar Pradesh + 178 more",38 years old
361,Sobha,4.0,(1.2k Reviews),Public,28 years old,"Bangalore/Bengaluru,Karnataka + 32 more",28 years old
362,BT Group,4.2,(2.5k Reviews),Private,177 years old,London + 14 more,177 years old
363,Thomson Reuters,4.3,(1.2k Reviews),Private,15 years old,Toronto + 18 more,15 years old
364,Indiabulls,3.8,(3.8k Reviews),Public,23 years old,"Gurgaon/Gurugram,Haryana + 140 more",23 years old
365,XpressBees,4.0,(1.2k Reviews),Private,8 years old,"Pune,Maharashtra + 176 more",8 years old
366,Tata Motors Fina...,4.3,(1.2k Reviews),Private,66 years old,"Mumbai,Maharashtra + 198 more",66 years old
367,ICICI Securities,3.7,(1.2k Reviews),Public,28 years old,"Mumbai,Maharashtra + 103 more",28 years old
368,Kansai Nerolac P...,3.9,(1.2k Reviews),Public,103 years old,"Mumbai,Maharashtra + 122 more",103 years old
369,Bhushan Power & ...,3.9,(1.2k Reviews),Private,53 years old,"Delhi/NCR,New Delhi + 47 more",53 years old
370,ElasticRun,3.7,(1.2k Reviews),Private,7 years old,"Pune,Maharashtra + 245 more",7 years old
371,JK Tyres,3.9,(1.2k Reviews),Private,72 years old,New Delhi + 105 more,72 years old
372,Cybage,4.0,(1.2k Reviews),Private,28 years old,"Pune,Maharashtra + 6 more",28 years old
373,Lodha group,4.2,(1.2k Reviews),Private,43 years old,"Mumbai,Maharashtra + 18 more",43 years old
374,Bharat Petroleum,4.1,(1.2k Reviews),Private,71 years old,"Mumbai,Maharashtra + 183 more",71 years old
375,Future Generali ...,4.0,(1.2k Reviews),Private,16 years old,Mumbai + 143 more,16 years old
376,GE,4.2,(3.1k Reviews),Private,131 years old,"Boston,Massachusetts + 52 more",131 years old
377,Wockhardt,4.0,(1.6k Reviews),Public,24 years old,"Mumbai,Maharashtra + 66 more",24 years old
378,Johnson Controls,3.9,(2k Reviews),Public,28 years old,Cork + 40 more,28 years old
379,SRF,4.3,(1.7k Reviews),Public,53 years old,"Gurgaon/Gurugram,Haryana + 38 more",53 years old
380,JCB,4.0,(1.2k Reviews),Private,78 years old,"Rocester,Staffordshire + 70 more",78 years old
381,Endurance Techno...,3.8,(1.2k Reviews),Public,38 years old,"Aurangabad,Maharashtra + 30 more",38 years old
382,Shell,4.4,(1.2k Reviews),Public,19 years old,"London,England + 72 more",19 years old
383,Blinkit,3.8,(1.2k Reviews),Private,10 years old,"Gurgaon,Haryana + 52 more",10 years old
384,GVK Emergency Ma...,3.8,(1.2k Reviews),Private,18 years old,"Hyderabad/Secunderabad,Telangana + 106 more",18 years old
385,Barclays,4.2,(2.8k Reviews),Private,333 years old,London + 23 more,333 years old
386,CSS Corp,3.7,(1.2k Reviews),Private,27 years old,"San Jose,California + 21 more",27 years old
387,Gabriel India,4.2,(1.1k Reviews),Public,62 years old,"Pune,Maharashtra + 31 more",62 years old
388,Lucas-TVS,4.0,(1.4k Reviews),Private,62 years old,"Chennai,Tamil Nadu + 48 more",62 years old
389,Cromā,4.3,(1.1k Reviews),Private,17 years old,"Mumbai,Maharashtra + 89 more",17 years old
390,Zomato,3.8,(1.2k Reviews),Public,15 years old,"Gurgaon,Haryana + 141 more",15 years old
391,Info Edge,4.0,(1.7k Reviews),Public,28 years old,"Noida,Uttar Pradesh + 53 more",28 years old
392,Kalpataru Power ...,4.2,(2.6k Reviews),Public,42 years old,"Mumbai,Maharashtra + 145 more",42 years old
393,Coromandel Inter...,4.2,(1.1k Reviews),Public,62 years old,"Hyderabad/Secunderabad,Telangana + 128 more",62 years old
394,Sopra Steria,4.2,(1.2k Reviews),Private,55 years old,"Paris,Ile-de-France + 9 more",55 years old
395,Saint-Gobain,4.1,(1.5k Reviews),Private,358 years old,Paris + 70 more,358 years old
396,Cadila Pharmaceu...,3.7,(1.1k Reviews),Public,72 years old,"Ahmedabad,Gujrat + 92 more",72 years old
397,AXA Business Ser...,3.9,(1.1k Reviews),Private,28 years old,Paris + 4 more,28 years old
398,Square Yards,3.0,(1.1k Reviews),Private,10 years old,"Gurgaon,Haryana + 37 more",10 years old
399,Power Mech Proje...,3.8,(1.1k Reviews),Public,16 years old,"Hyderabad/Secunderabad,Telangana + 87 more",16 years old
400,Bureau Veritas,4.0,(1.1k Reviews),Private,195 years old,La Défense + 73 more,195 years old
401,Parle Products,4.0,(1.1k Reviews),Private,94 years old,Mumbai + 144 more,94 years old
402,Tata Capital Fin...,4.2,(1.1k Reviews),Public,16 years old,Mumbai + 122 more,16 years old
403,Syngene Internat...,3.9,(1.1k Reviews),Public,30 years old,"Bangalore/Bengaluru,Karnataka + 11 more",30 years old
404,BA Continuum,4.4,(1.1k Reviews),Private,20 years old,"Gurgaon/Gurugram,Haryana + 10 more",20 years old
405,ValueLabs,3.9,(1.1k Reviews),Private,26 years old,"Hyderabad/Secunderabad,Telangana + 11 more",26 years old
406,Sigma Electric M...,3.9,(1.1k Reviews),Private,41 years old,"Garner,North Carolina + 15 more",41 years old
407,Coforge,3.8,(1.1k Reviews),Public,19 years old,"Noida,Uttar Pradesh + 23 more",19 years old
408,RMSI,3.9,(1.1k Reviews),Private,31 years old,"Noida,Uttar Pradesh + 11 more",31 years old
409,Renault Nissan T...,3.8,(1.1k Reviews),"Chennai,Tamil Nadu + 11 more",5k-10k Employees (Global),16 years old,5k-10k Employees (Global)
410,Yamaha Motor,3.9,(1.2k Reviews),Private,16 years old,"Iwata,Shizuoka + 106 more",16 years old
411,Karvy Data Manag...,3.5,(1.1k Reviews),Private,15 years old,"Hyderabad/Secunderabad,Telangana + 88 more",15 years old
412,Hindustan Aerona...,4.3,(1.1k Reviews),Private,83 years old,"Bangalore/Bengaluru,Karnataka + 35 more",83 years old
413,Adani Wilmar,4.2,(1.1k Reviews),Public,24 years old,"Ahmedabad,Gujrat + 112 more",24 years old
414,IDBI Bank,3.8,(2k Reviews),Public,59 years old,"Mumbai,Maharashtra + 237 more",59 years old
415,Oberoi Group of ...,4.3,(1.1k Reviews),Private,89 years old,"Delhi/NCR,Delhi + 28 more",89 years old
416,Hyatt Regency,4.3,(1.1k Reviews),Private,43 years old,"New Delhi,Delhi + 34 more",43 years old
417,MetLife,4.4,(1.1k Reviews),Private,15 years old,New York + 26 more,15 years old
418,MSN Laboratories,3.9,(1.1k Reviews),Private,20 years old,"Hyderabad/Secunderabad,Telangana + 50 more",20 years old
419,Jet Airways,4.6,(1.1k Reviews),Public,30 years old,"Mumbai,Maharashtra + 44 more",30 years old
420,Aavas Financiers...,4.0,(1.1k Reviews),Public,12 years old,"Jaipur,Rajasthan + 190 more",12 years old
421,Ninjacart,3.7,(1.1k Reviews),Private,8 years old,"Bangalore,Karnataka + 77 more",8 years old
422,Piramal Group,4.1,(2k Reviews),Private,43 years old,Mumbai + 101 more,43 years old
423,Dr Lal PathLabs,4.2,(1.1k Reviews),Public,74 years old,"Gurgaon/Gurugram,Haryana + 121 more",74 years old
424,Narayana Health,4.3,(1k Reviews),"Bangalore/Bengaluru,Karnataka + 47 more",10k-50k Employees (India),23 years old,10k-50k Employees (India)
425,CMS Infosystems,3.7,(1k Reviews),Private,15 years old,"Mumbai,Maharashtra + 130 more",15 years old
426,S&P Global,4.2,(1.1k Reviews),Public,106 years old,"New York City,New York + 12 more",106 years old
427,Cisco,4.5,(1.2k Reviews),Public,39 years old,"San Jose,California + 26 more",39 years old
428,Tata Play,4.1,(1k Reviews),Public,17 years old,"Mumbai,Maharashtra + 157 more",17 years old
429,Fujitsu,4.1,(1.1k Reviews),Private,88 years old,"Bangalore/Bengaluru,Karnataka + 16 more",88 years old
430,SAP,4.4,(1.2k Reviews),Private,51 years old,"Walldorf,Baden-Württemberg + 30 more",51 years old
431,Canara HSBC Life...,3.8,(1k Reviews),Government,15 years old,"Gurgaon/Gurugram,Haryana + 182 more",15 years old
432,Sify Technologie...,4.0,(1k Reviews),Private,28 years old,"Chennai,Tamil Nadu + 78 more",28 years old
433,Vardhman Fabrics,4.1,(1.1k Reviews),Baddi + 50 more,,10k-50k Employees (India),
434,Metro,4.2,(1k Reviews),Private,59 years old,"Bangalore/Bengaluru,Karnataka + 53 more",59 years old
435,Taj Hotels Resor...,4.2,(1k Reviews),"Mumbai,Maharashtra + 64 more",10k-50k Employees (India),120 years old,10k-50k Employees (India)
436,HERE Technologie...,4.0,(1k Reviews),Private,38 years old,"Eindhoven,North Brabant + 10 more",38 years old
437,Foxconn,4.1,(1k Reviews),Private,49 years old,Taipei + 27 more,49 years old
438,Aragen Life Scie...,4.4,(1k Reviews),Private,23 years old,"Hyderabad/Secunderabad,Telangana + 12 more",23 years old
439,Akums Drugs & Ph...,4.0,(1.4k Reviews),Private,19 years old,"Delhi/NCR,New Delhi + 24 more",19 years old
